date,actual,forecast_AR,forecast_ADL,forecast_RF,forecast_Ensemble,CI_Lower,CI_Upper
2003-01-01,2.1010403063399963,2.7450711190765027,3.904389102961742,3.207298417608559,3.2855862132156015,-2.3789265614144415,8.950098987845644
2003-04-01,3.52689218114719,2.6833057870489037,1.3765746300061308,1.511571347503759,1.8571505881862647,-3.807362186443778,7.521663362816308
2003-07-01,6.598081034377401,2.8760744692628046,4.354776187544894,3.42953439150859,3.5534616827720957,-2.1110510918579473,9.21797445740214
2003-10-01,4.616146818960942,3.098099664352035,4.05615182554815,3.716198558001896,3.6234833493006935,-2.0410294253293495,9.287996123930736
2004-01-01,2.260208095560756,3.3336567619237214,1.3517301739703853,3.334809794410122,2.6733989101014095,-2.9911138645286335,8.337911684731452
2004-04-01,3.087859967576634,3.079040542001421,4.2153013569398015,2.8936221826132806,3.395988027184835,-2.268524747445208,9.060500801814879
2004-07-01,3.7764919540684616,2.878789249407126,3.4061043917501554,2.6498027846021834,2.978232141919822,-2.686280632710221,8.642744916549866
2004-10-01,4.060156528453263,2.9767837534377453,4.159933691443866,4.601816781833691,3.912844742238434,-1.751668032391609,9.577357516868478
2005-01-01,4.413020211694629,3.050152158804847,5.680522575619051,4.201558398516122,4.310744377646674,-1.3537683969833694,9.975257152276717
2005-04-01,1.965660123449453,3.0870364452238777,2.8743942863476355,2.659622642222425,2.8736844579313128,-2.79082831669873,8.538197232561355
2005-07-01,3.1230326804525532,3.0514465849192893,1.9177350016926245,2.0383460962800033,2.335842560963972,-3.328670213666071,8.000355335594016
2005-10-01,2.215916948830454,2.8518251054287993,3.2166817628513913,3.918042552199124,3.328849806826438,-2.335662967803605,8.99336258145648
2006-01-01,5.345655379085201,2.9360716744384048,5.179114832824783,3.6064518353612556,3.9072127808748145,-1.7572999937552285,9.571725555504857
2006-04-01,1.0336742995598058,2.9383163568611064,3.345814089744714,2.257689456446039,2.8472733010172866,-2.8172394736127564,8.51178607564733
2006-07-01,0.5993744160321057,3.1136602350681515,3.328688064673154,1.3561693293124188,2.5995058763512415,-3.0650068982788015,8.264018650981285
2006-10-01,3.423110226166415,2.6921303119481097,3.180836846246369,0.6637436806986973,2.178903612964392,-3.485609161665651,7.843416387594435
2007-01-01,1.2015362468524415,2.730614661349437,3.790937816765141,3.4254776152322237,3.3156766977822674,-2.3488360768477756,8.98018947241231
2007-04-01,2.439593165872367,2.935920465147926,2.4034497243637882,4.004785649224078,3.1147186129119304,-2.5497941617181126,8.779231387541973
2007-07-01,2.2974924437228594,2.7600069179206814,1.3634498282568672,1.999533681907065,2.040996809361538,-3.623515965268505,7.7055095839915815
2007-10-01,2.5050862048779265,2.873505775797694,1.1464336139124913,2.1664965256159423,2.062145305108709,-3.602367469521334,7.726658079738752
2008-01-01,-1.7107102360128579,2.865878079269642,0.664260472249256,2.1841679923562243,1.9047688479583742,-3.7597439266716686,7.569281622588417
2008-04-01,2.3746503725263324,2.766582139128007,0.009794568704673533,-0.8983255312116205,0.6260170588736866,-5.038495715756357,6.290529833503729
2008-07-01,-2.1065695211134994,2.4817584256458223,-3.6045395213160365,-2.8511495556167312,-1.3246435504289817,-6.9891563250590245,4.3398692242010615
2008-10-01,-8.853365095794175,2.7430278902309833,-9.045084706465486,-5.0566635195093745,-3.786240111914626,-9.450752886544668,1.8782726627154172
2009-01-01,-4.565452543960902,2.1272513136878377,-5.8585167398698195,-6.367222026161528,-3.366162484114503,-9.030675258744546,2.29835029051554
2009-04-01,-0.715242887051204,1.6079157287807473,-1.974466147563421,-4.18990566131387,-1.5188186933655146,-7.183331467995558,4.145694081264528
2009-07-01,1.402308618855841,2.123582383545063,3.332723340238663,4.5845537089982535,3.34695314426066,-2.317559630369383,9.011465918890703
2009-10-01,4.300454151697863,2.548796650451874,3.8994556054568115,4.5467503794967525,3.6650008784684793,-1.9995118961615637,9.329513653098523
2010-01-01,1.933324088271604,2.8315898811267672,3.992588972238538,5.3355388651856765,4.053239239516994,-1.6112735351130487,9.717752014147038
2010-04-01,3.8517399290434184,3.0398496456048236,7.0730793610974905,4.819130261906198,4.97735308953617,-0.6871596850938726,10.641865864166213
2010-07-01,3.072509082001318,2.869325221391375,2.3503733584897533,3.507796376602778,2.9091649854946353,-2.7553477891354077,8.573677760124678
2010-10-01,2.094945457780284,3.029415893625744,5.353545196528533,2.404138938537004,3.5957000095637603,-2.0688127650662826,9.260212784193804
2011-01-01,-0.9499466944198787,2.92786156313461,3.792951334537986,3.2833406084848025,3.3347178353857996,-2.3297949392442434,8.999230610015843
2011-04-01,2.697214987466623,2.7491278453047334,2.5770571717760355,2.6337817627393694,2.653322259940046,-3.011190514689997,8.31783503457009
2011-07-01,-0.0892609023139812,2.5630712194044314,2.896716218174241,4.023759700046203,3.1611823792082916,-2.5033303954217514,8.825695153838335
2011-10-01,4.467158724585829,2.8305868034341577,6.869517572916083,3.337069621957295,4.3457246661025115,-1.3187881085275315,10.010237440732555
2012-01-01,3.340376727516059,2.6947234157420272,4.231411772818425,3.4928756572740776,3.4730036152781767,-2.1915091593518663,9.13751638990822
2012-04-01,1.7813665065290252,3.0953893809370605,2.2577079168500016,2.7193895672143635,2.6908289550004754,-2.9736838196295676,8.355341729630519
2012-07-01,0.5756975059448166,2.944434750893978,5.109387444001044,2.6081383902532047,3.553986861716075,-2.110525912913968,9.218499636346118
2012-10-01,0.46229496630019185,2.762429051769069,2.527989439009802,2.3305909233443898,2.5403364713744203,-3.1241763032556227,8.204849246004464
2013-01-01,3.926903706206275,2.6447921738012363,5.924122630263013,3.511519245784784,4.026811349949678,-1.6377014246803654,9.69132412457972
2013-04-01,1.0691153060548686,2.7318244140154255,0.9957791487995641,2.103397976985747,1.9436671799335787,-3.7208455946964643,7.608179954563622
2013-07-01,3.3911586209988798,2.980000074071407,4.294839949936387,1.4045496290996267,2.89312988436914,-2.771382890260903,8.557642658999184
2013-10-01,3.47185609530527,2.7742981318224107,4.165808247002212,3.6042917523614504,3.5147993770620243,-2.1497133975680187,9.179312151692066
2014-01-01,-1.3827712598640574,2.996972306354241,3.093242818475339,3.101203281184153,3.063806135337911,-2.600706639292132,8.728318909967953
2014-04-01,5.1342760916597285,2.867599690663027,7.299990685774503,4.30065998947763,4.82275012197172,-0.8417626526583231,10.487262896601763
2014-07-01,4.832259330312638,2.590780896744461,2.8697592922852464,2.2964124960405203,2.5856508950234094,-3.0788618796066336,8.250163669653453
2014-10-01,2.0178344061733355,3.2008202087732007,3.8644245948360263,2.653229442066527,3.239491415225251,-2.425021359404792,8.904004189855295
2015-01-01,3.5858191507699644,3.092711317911261,3.5246764152918435,1.0172488047962374,2.5448788459997806,-3.1196339286302623,8.209391620629823
2015-04-01,2.469978633014591,2.869840333211274,0.2205962223798781,0.8750973463091131,1.3218446339667551,-4.342668140663288,6.986357408596798
2015-07-01,1.5977848462760846,2.987168390201524,3.4280064845875855,2.378239006147635,2.9311379603122476,-2.7333748143177954,8.595650734942291
2015-10-01,0.7372366908420247,2.8566390977782454,1.6377712858461821,1.4405193240511276,1.9783099025585182,-3.686202872071525,7.642822677188561
2016-01-01,2.311386607388499,2.7495642128763946,1.0832078754117764,1.7591422095448275,1.8639714326109995,-3.8005413420190433,7.528484207241043
2016-04-01,1.2824382650691746,2.7123191118260603,3.0919370413261245,2.049133065221493,2.6177964061245595,-3.0467163685054834,8.282309180754602
2016-07-01,2.827543676441735,2.8326850482229524,2.5102541901209237,2.0676613034848668,2.470200180609581,-3.194312594020462,8.134712955239625
2016-10-01,2.2110741144842905,2.7786364321535255,3.7438763199353664,2.236945375728938,2.9198193759392765,-2.7446933986907665,8.58433215056932
2017-01-01,1.9428349324144278,2.907888690147338,4.035580751006329,2.1820310089470194,3.0418334833668954,-2.6226792912631476,8.706346257996938
2017-04-01,2.233244405191215,2.84180498213683,3.3686682207927823,4.658836427918072,3.6231032102825615,-2.0414095643474814,9.287615984912605
2017-07-01,3.141726102739284,2.8245425231055803,3.385086315416572,1.8636244750180786,2.6910844378467433,-2.9734283367832997,8.355597212476786
2017-10-01,4.48297110775755,2.8777504798598175,4.041269001438369,4.642136606915474,3.8537186960712204,-1.8107940785588226,9.518231470701263
2018-01-01,3.2404778196678308,3.00183829832009,3.4134992213095634,2.317850294823809,2.9110626048178205,-2.7534501698122225,8.575575379447864
2018-04-01,2.11768492150739,3.0940703549823954,2.9422175186344375,3.924393656805013,3.320227176807282,-2.344285597822761,8.984739951437325
2018-07-01,2.487041930090328,2.9444461542589497,4.736048902060915,3.159848165244215,3.61344774052136,-2.051065034108683,9.277960515151403
2018-10-01,0.5661759932735322,2.8483023435784474,1.3465297825129494,1.8740678746889128,2.0229666669267696,-3.6415461077032734,7.687479441556812
2019-01-01,2.4895091629069555,2.8291393418933426,3.1499210028640103,1.170797435689004,2.3832859268154523,-3.2812268478145907,8.047798701445496
2019-04-01,3.326711173158259,2.701110798123536,2.71980091521954,1.383306649400972,2.268072787581349,-3.396439987048694,7.932585562211392
2019-07-01,4.6528410323638525,2.907295392991098,2.055104156309182,1.9169447510468103,2.2931147667823635,-3.3713980078476795,7.957627541412407
2019-10-01,2.7182543872214637,3.0241910562952787,1.695020375375235,2.203672420410141,2.307627950693552,-3.356884823936491,7.9721407253235945
2020-01-01,-5.300247883186415,3.0954526803664644,-5.672062440953523,-0.2050649030242908,-0.9272248878704499,-6.591737662500493,4.737287886759593
2020-04-01,-32.81728241610793,2.6854927573072063,-28.921574138501207,-5.562668780015961,-10.599583387069988,-16.26409616170003,-4.935070612439945
2020-07-01,29.902998544979198,1.1476922679771049,29.635568559630308,11.535723040413929,14.106327956007114,8.44181518137707,19.770840730637158
2020-10-01,4.508555862817332,0.30632892752774404,4.317227842650612,6.907848872412912,3.843801880863756,-1.8207108937662868,9.508314655493798
2021-01-01,5.544658613895592,5.542601797015935,6.969313113476832,2.6579280044877867,5.056614304993517,-0.6078984696365257,10.72112707962356
2021-04-01,6.750285416705282,3.1615390453280523,6.305932104520169,5.0892810774572625,4.852250742435161,-0.8122620321948819,10.516763517065204
2021-07-01,3.2866716567674814,3.293911885756662,1.9498891829641198,2.4276698260852863,2.557156964935356,-3.107355809694687,8.2216697395654
2021-10-01,6.804809235885756,3.3105759985833703,3.992324397857846,3.3396635470036706,3.5475213144816293,-2.1169914601484137,9.212034089111672
2022-01-01,-1.0204951651815009,3.0811345123785285,2.2588873960877653,2.5433372082248358,2.6277863722303767,-3.0367264023996663,8.292299146860419
2022-04-01,0.6256983803410776,3.1941723327460103,3.178502173859147,1.8194262371681402,2.730700247924433,-2.93381252670561,8.395213022554476
2022-07-01,2.877225330117028,2.497902239025139,2.6703203028821814,1.3490324577405532,2.172418333215958,-3.492094441414085,7.836931107846
2022-10-01,2.7514765401292607,2.717704453716165,2.430568267665815,1.1721553204321256,2.1068093472713687,-3.5577034273586743,7.771322121901411
2023-01-01,2.884974679699326,2.9278582030293765,1.907019890178305,1.6138278829009318,2.149568658702871,-3.514944115927172,7.814081433332914
2023-04-01,2.503636219206129,2.9196910434170045,2.3510222073791,3.041424044508647,2.7707124317682505,-2.8938003428617924,8.435225206398293
2023-07-01,4.5880109584366835,2.9215979201681384,2.027792570907809,1.5530514814565566,2.1674806575108345,-3.4970321171192085,7.8319934321408775
2023-10-01,3.3620596105876643,2.944239082152824,1.513029377826207,2.0608576433718784,2.1727087011169695,-3.4918040735130735,7.837221475747013
2024-01-01,0.8385657658578793,3.1074720934584943,1.5321786330936507,1.4149453188195467,2.018198681790564,-3.646314092839479,7.682711456420607
2024-04-01,3.5263554170946065,2.9198802567280917,1.8320319195147954,2.162328709575405,2.3047469619394305,-3.3597658126906125,7.969259736569473
2024-07-01,3.2855812596196188,2.756231776159946,2.1285532491498085,1.9430183605385118,2.275934461949422,-3.388578312680621,7.940447236579465
2024-10-01,1.8352819713321367,3.0045464892157963,2.3331751907573857,1.8526815521809439,2.396801077384709,-3.267711697245334,8.061313852014752
2025-01-01,-0.6505944225686733,2.9407557256675685,2.1282741043818865,3.768628930864046,2.945886253637834,-2.718626520992209,8.610399028267878
2025-04-01,3.766212643182598,2.7329317760582,3.4198426762120833,2.10556962466378,2.7527813589780212,-2.9117314156520218,8.417294133608063
2025-07-01,4.282379361041677,2.6216588786588124,1.414001180131512,2.2787155403669974,2.104791866385774,-3.559720908244269,7.769304641015816
2025-10-01,0.6507754468714211,3.0554492037071403,2.3487813045236567,2.227281636945399,2.5438373817253987,-3.1206753929046442,8.208350156355442
